Company Name,size,employees_count,followers,founded,description
Spartan Sheds,0,0,0,3000,Spartan Sheds is a mining metals company based out of 50 Woondooma St Bundaberg Central Australia
Specialbuild Engineered Innovation,0,0,0,3000,Specialbuild Engineered Innovation is a mining metals company based out of 23 Britton St Smithfield Australia
Specialised Crusher Services,50,8,41,3000,Specialised Crusher Services provide an extensive range of technical services and product support to the mining quarrying materials handling sector throughout Australia and New Zealand n nOur client s requirements are of the greatest importance to us and we offer our services 24 7 in order to meet their needs n nSpecialised Crusher Services supply services specifically to fixed and mobile plant equipment such as installations commissioning preventative maintenance corrective maintenance breakdown work shutdowns upgrades inspections technical servicing and diagnostic fault finding n nWe have built a sound professional relationship with a range of clients in the mining and quarrying industry throughout Australia and have established a reputation for providing a professional high quality maintenance solution for shutdown and breakdown services while ensuring all works are conducted to OEM specifications
Specialised Crusher Services Pty Ltd,50,14,258,2011,Specialised Crusher Services are an Orange Regional NSW based company providing an extensive range of technical and product support to mining quarrying material handling sector n nOur client s requirements are the greatest importance to us and we offer our services 24 7 in order to meet their needs n nSpecialised Crusher Services supply services specifically to fixed and mobile plant equipment such as installations commissioning preventative maintenance corrective maintenance breakdown work shutdowns upgrades inspections technical servicing and diagnostic fault finding n nWe have built a sound professional relationship with a range of clients in the mining and quarrying industry throughout Australia and have established a reputation for providing a professional high quality maintenance solution for shutdown and breakdown services while ensuring all works are conducted to OEM specification
Specialised Heavy Mobile Equipment Services,10,0,9,2019,Our business is providing the subject matter expert that fills the void in your team Our team of industry recognised leaders has the ability to provide specialists on short or long term contract and deliver the result you require
Specialised Industrial Coatings,0,0,0,3000,Specialised Industrial Coatings is a mining metals company based out of 3 47A Tiger St West Ipswich Australia
Specialised Reline Services Pty Ltd,200,22,82,1995,Specialised Reline Services leads Australia in providing the complete reline and Water Jetting solutions with full commitment to safety reliability and service
Specialised Shutdown Support,10,0,0,3000,Not Provided
Specialist Equipment Services,0,0,2,3000,Not Provided
Specialized Architectural Engineering Pty,0,0,0,3000,Specialized Architectural Engineering Pty is a mining metals company based out of 2 23 Bessemer St Blacktown Australia
Specialized Threaded Fasteners,0,0,0,3000,Specialized Threaded Fasteners is a mining metals company based out of Australia
Specialty Metals,10,7,307,1987,Corrosion resistant alloys High temperature alloys n nAs a stock holding distributor for quality titanium stainless steel and exotic alloys we cater for diverse client requirements by supplying an alloy range that includes but is not limited to nNickel based alloys Cobalt based alloys Copper based alloys Zirconium Tantalum Niobium Aluminium Carbon steel Chrome Molybdenum n nWell trusted brand names such as nHAYNES Alloy HASTELLOY Alloy ULTIMET Alloy MONEL Alloy INCONEL Alloy INCOLOY Alloy along with many others n nWith a large range of stock in store and cutting facilities on site we are your go to team for n Excellent service n Reliable delivery n Quality products n Value for money nOver the years we have built a reputation for service reliability and quality and work closely with our customers in industries such as n Defence serving both local and interstate ADF prime defence contractors sub primes and supporting SME s in the defence sector n Research Development both government and private sectors providing materials for new and exciting products and innovations n Mining above ground or underground from digging a hole to processing ore n Energy such as oil and gas either topside on a platform subsea or shore based processing facilities n Chemical or mineral processing from fabricated or machine component to samples for laboratory testing n Fabrication for all kinds of materials and welding consumables our customers come to us because they know we deliver on time n Machine shops relying on us to keep materials on hand for quick shipment n Education for example some of Australia s leading universities and high schools use our products for corrosion testing in the training of students or to develop items used in race cars for their Motorsport programme nWhether you are a small jobbing shop or large multinational we will make sure that your project is our highest priority
Specialty Trophies,0,3,0,3000,Specialty Trophies is a mining metals company based out of 376 STURT RD Clovelly Park South Australia Australia
Specific Solutions Hunter Valley,50,9,41,2018,Specific Solutions offers services to areas of the mining industry that require specific needs We aim to provide Specific Solutions for every customer Our team of highly qualified people have a vast range of skills with years of experience n nCHPP Management nMaintenance nElectrical nMechanical nProject Management nWH S nTraining Assessment nLabourers
Spectral Geoscience Pty Ltd,0,0,74,2013,Global provider of n Hyperspectral mineral characterisation services to the exploration mining oil and gas industry n Sales support and training for The Spectral Geologist TSG software n nSpectral Geoscience Pty Ltd specialise in value adding to drilling programs by mineralogically characterising drill core or chips using hyperspectral core logging instruments such as HyLogging systems and hand held infrared spectrometers including oreXpress SR 6500 ASD TerraSpec FieldSpec PIMA and Arcoptix spectrometers n nHyperspectral sensing or infrared spectroscopy is a rapid non destructive method to identify the mineralogy in samples e g drill core chips and powders with minimal handling and no or minimal sample preparation n nInfrared spectroscopy is sensitive to the molecular bonds in a minerals lattice and has proved particularly invaluable for identifying fine grained hydrothermal alteration minerals that are visually indistinct Results include continuous objective systematically generated down hole logs of infrared active mineralogy and associated parameters e g crystallinity intensity relative abundance and compositional substitution to characterise the regolith host rock and alteration associated with mineral deposits The mineralogically characterised drill core results assist in uncovering mineralogical vectors to ore and furthering the geological understanding of a prospect or deposit n nThe interoperable mineral logs deliver repeatable benefits across the mining chain from exploration to resource development and geometallurgy n nSpectral Geoscience provide global sales support and training for the The Spectral Geologist TSG the industry leading software for the interactive analysis interpretation and visualisation of hyperspectral data collected from drill core and field samples n nFor further details nwww spectralgeo com au the spectral geologist tsg software n nContact Mel Quigley spectralgeo com au
Spectrolab Pty Ltd Australia,50,6,21,2003,Spectrolab Pty Ltd Australia are a commercial iron ore assay laboratory located in Geraldton Western Australia Spectrolab can supply and man onsite laboratories at iron ore minesites exploring and exporting from Western Australia
Spectrom Pty Ltd,50,5,0,3000,Spectrom is a market leading in supply and hire of welding power generation and compressor equipment to the mining construction civil and manufacturing industries r n r nSpectrom is the authorised service agent for many of the leading manufacturers of welding and plasma cutting equipment such as Hypertherm Lincoln WIA and Miller
Spectrum Mining Consultants,10,0,48,2020,Professional Mining Engineering and Geological Consultancy providing tailored and innovative solutions to the mining industry
Speedliner Goldcoast,0,0,0,3000,Speedliner Goldcoast is a mining metals company based out of 2 42 Spencer Rd Nerang Australia
Speedy Hot Water Services,0,0,0,3000,Welcome to Speedy Hot Water Services We are industry leaders in the supply installation and repair of hot water systems throughout Brisbane and The Gold Coast We are a local family business and we provide super efficient same day service for all of your hot water needs
Speewah Mining Pty Ltd,0,0,0,2002,Speewah Mining Pty Ltd is a mining metals company based out of SAINT GEORGES TERRACE 77 Perth Western Australia Australia
Spencer Hamilton Limited,0,0,0,3000,Spencer Hamilton Limited is a mining metals company based out of 4Bridge St Sydney New South Wales Australia
Sphere Minerals Limited,50,3,27,3000,Sphere Minerals Limited is a mining metals company based out of 1Macquarie Pl Sydney New South Wales Australia
Spinifex Geophysics Pty Ltd,0,0,0,3000,Not Provided
Spinifex Gold Limited,0,0,0,1994,Spinifex Gold Limited is a mining metals company based out of GROUND FLOOR 30 LEDGAR RD Balcatta Western Australia Australia
Spinifex Land Access Environment,50,4,62,2002,Spinifex provides services to Glencore Coal Assets Australia including land access coordination and negotiation cultural heritage assessment and coordination and environmental management Their services are delivered by experienced personnel that are prompt professional and knowledgeable in their respective fields of expertise n Helen D Arcy Project Manager Wandoan Coal Project Glencore n nSpinifex Land Access Environment specialises in facilitating access to land Indigenous and non Indigenous and facilitating negotiating approvals for major resource and infrastructure projects Spinifex is outcome orientated and can provide project approval project development mining and or exploration related services n nSpinifex s cultural heritage and native experience has included major briefs for a range of resource and infrastructure clients environmental and engineering planning companies local State and Commonwealth Government departments and private business These briefs have included the following n n negotiation and implementation of cultural heritage and native title agreements n n facilitation of on ground surveys acting as the company s field representation to ensure surveys are carried out in a timely and efficient manner and in accordance with CHMP requirements conditions n n desktop reviews and cultural heritage sensitivity analysis of proponent projects areas n n provision of recommendations on Aboriginal issues such as the existence of culturally significant constraints known within or near the study areas n n guidance of statutory requirements and processes required for project development and where required n n negotiation of non indigenous agreements including land purchases Conduct and Compensation Agreements and options to purchase for key project land n nPlease visit our website to learn more about how we can serve your land access needs
Spinifex Pty Ltd,50,3,39,2002,Spinifex Pty Ltd is a Queensland based land access consultancy group specializing in facilitating access to land Indigenous and non Indigenous and facilitating negotiating approvals for major resource and infrastructure projects Spinifex is outcome orientated and can provide project approval project development mining and or exploration related services r n r nSpinifex s cultural heritage and native experience has included major briefs for a range of resource and infrastructure clients environmental and engineering planning companies local State and Commonwealth Government departments and private business These briefs have included the following r n r n negotiation and implementation of cultural heritage and native title agreements r n r n facilitation of on ground surveys acting as the company s field representation to ensure surveys are carried out in a timely and efficient manner and in accordance with CHMP requirements conditions r n r n desktop reviews and cultural heritage sensitivity analysis of proponent projects areas r n r n provision of recommendations on Aboriginal issues such as the existence of culturally significant constraints known within or near the study areas r n r n guidance of statutory requirements and processes required for project development and where required r n r n negotiation of non indigenous agreements including land purchases Conduct and Compensation Agreements and options to purchase for key project land
Split Set Mining Systems,0,10,0,3000,Not Provided
Sport Awards visit,0,0,0,3000,Sport Awards visit is a mining metals company based out of 611 Plenty Rd Preston Australia
Spot On Portable Buildings Pty Ltd,0,2,0,3000,Spot On Portable Buildings Pty Ltd is a mining metals company based out of 58 Bennu Cct Thurgoona Australia
Spraytek Coatings Pty Ltd,0,0,0,3000,Spraytek Coatings Pty Ltd also offers services to the construction industry to apply intumescent paint to steel either on construction sites or prior to installation in locations such as steel fabricator s workshops
Spring Loaded Gun Shop Mareeba,0,0,0,3000,Spring Loaded Gun Shop Mareeba is a family owned and operated sporting shop offering an extensive range of new and used firearms ammo and accessories We research and carefully select our stock to supply our customers with only the best quality products
Spunaloy Castings,50,5,0,1949,Spunaloy supplies high integrity proof machined spun castings We can cast all sizes up to 2 metres in diameter and 1500kgs in weight All nonferrous allows are catered for and certification is available on request
Spunaloy Castings Pty Ltd,0,0,2,3000,industry to engineering businesses requiring quality high integrity material for the manufacture of bearings bushes liners and gears
SquarePeg Studios,0,0,0,3000,The Jewellery Making Atelier is an exciting course for students at an intermediate level or above Offering a broad range of subjects and techniques participants are encouraged to produce through the process of design and making jewellery pieces that are individual in design and well made
Squirty Hydraulic Mechanical,50,0,36,2000,Squirty Hydraulic Mechanical are a Western Australian operated company providing services to leading mining companies throughout Australia and Internationally Principally throughout the Goldfields region of Kalgoorlie r n r nEstablished in 2000 Director Kurt Wescombe leads a team of experienced Drill Technicians and Heavy Duty Fitters in maintaining Mining Equipment to the highest standard r n r nSpecialising in Atlas Copco Tamrock and CAT Elphinestone equipments sales hire service exchange and parts
St Barbara Limited,5000,554,17336,1969,We are St Barbara nA growing gold company with a global outlook nWe re here to create value in everything we do for our people our communities and our shareholders nOur vision is to be a brilliant global mining company that grows sustainably and creates enduring positive impacts nAs we operate our business and care for our people we are guided by our five commitments and values led culture At St Barbara doing the right thing is important to all of us nOur commitments are Safety always Empowered people and diverse teams Stronger communities Respecting the environment and Gworing sustainably nOur values are true to who we are and the way we work we proudly live our values every day across our global operations nAt St Barbara we act with honesty and integrity treat people with respect value working together deliver to promise and strive to do better Our values and commitments guide the way we make decisions and how we treat one another and all our stakeholders
St Clair Sheet Metal Site,0,0,0,3000,Here at St Clair Sheetmetal we are proud to offer a vast array of sheetmetal services for your home or business Our family run business was established in 1986 and we ve been meeting the sheetmetal needs of customers across the Sunshine Coast Brisbane metro and throughout Queensland ever since Over 30 years later our team is still delivering top quality products and services to all types of commercial and domestic customers
St George Mining Ltd,50,5,564,3000,St George Mining Limited is a nickel and gold explorer with the goal of creating shareholder value through successful exploration of under explored mineral properties that are prospective for the discovery of world class deposits
St Ives Gold Mining Company,50,18,82,3000,St Ives Gold Mining Company is a mining metals company based out of Durkin Rd Kambalda WA Australia
St Lucia Resources International Pty Ltd,0,0,0,3000,St Lucia Resources International Pty Ltd is a mining metals company based out of Australia
Stag Aluminium,0,5,0,3000,We are a privately owned Australian Company committed to outstanding service in the supply of aluminium extrusion and associated hardware to the coolroom portable building commercial security fa莽ade and other related industries
Stainless Aluminium Supplies,0,0,0,3000,Stainless Aluminium Supplies is a mining metals company based out of 4 McRae St Bundaberg North Australia
Stainless Bar Company,0,0,0,3000,Stainless Bar Company is a mining metals company based out of Victoria Australia
Stainless Drains PTY LTD,0,0,0,3000,Stainless Drains PTY LTD is a mining metals company based out of 3 Michellan Ct Bayswater Australia
Stainless Perfection,0,0,0,3000,Stainless Perfection is a mining metals company based out of 3 10 Hulberts Rd Toormina Australia
Stainless Product Supplies,0,0,0,3000,At Stainless Product Supplies we pride ourselves in providing the highest quality products at competitive prices In addition to our commitment to quality is our focus to ensure complete customer satisfaction
Stainless Solutions Victoria,0,0,0,3000,Stainless Solutions Victoria is a mining metals company based out of 3 SAHRA GR Carrum Downs Victoria Australia
Stainless Steel Creations,0,0,0,3000,Stainless Steel Creations is a mining metals company based out of 4 24 28 Skarratt St N Silverwater Australia
Stainless Steel Trading Melbourne,0,0,0,3000,Stainless Steel Trading Melbourne is a mining metals company based out of 82 84 Williams Rd Dandenong South Australia
Stainless Steel Wire Mesh Pty Ltd,10,12,1205,2002,Stainless Steel Wire Mesh SSWM is a privately owned family business located in the north of Melbourne r n r nSSWM is an Importer and stockist of stainless steel wire and mesh supplying a range of industries throughout Australia New Zealand and the Pacific r n r nWe specialise in the following areas r n r n Coil wire r n Welded mesh r n Woven mesh r n Fencing wire and mesh r n Bushfire mesh r n Fabricated products
Stainless TIG Fabrication,0,0,0,3000,Stainless TIG Fabrication is a mining metals company based out of factory 5 363 365 Old Geelong Rd Hoppers Crossing Australia
Stalwart Engineering,1,0,9,2016,Introduction nStalwart Engineering is an organisation whose team have a long and strong history with Mining Contractor machines and vehicles that must be equipped with operator protection to meet the requirements laid down by the Australian Mining Industry nThe CEO Murray Paddison has been involved in the mining and construction industries since 1970 initially as an end user and latterly a service and engineered product supplier nHis experience with the design test manufacture installation inspection and the auditing of Roll Over and Falling Object Protection ROPS FOPS began in the early nineties when it became mandatory for designated equipment involved in mining to have ROPS FOPS installed in accordance with Australian Standard AS2294 nDesign nWe have an understanding and appreciation of the end use of the vehicle or item of plant taking into account factors such as axle loadings weight height restrictions statutory regulations operating environment etc nTesting nWe comply with the Australian Standard required by the Australian Mining Industry where a prototype structure must have been destructively proven in accordance with that particular machine type test regime nEvidence of that test has been recorded in accordance with standard and is available for scrutiny if required nManufacture nDetailed manufacturing procedures are prepared and issued ensuring that the structure meets the tested design nEach structure is given a unique serial number nA plaque is affixed to each structure providing the necessary detail meeting the standard nA register is maintained for each structure which includes date of manufacture host vehicle machine owner and job number to afford full traceability nJob records include Material Mill Test Reports as are the names of the qualified individual trades persons involved in the manufacture nRepairs nThe standard makes allowance for organisations experienced in the manufacture of these structures to be approved repairers nThe repaired structures have a plaque affixed attesting to its compliance nAll repaired structure details are included in the register nModifications nAs we are experienced in the design manufacture we are also permitted to make minor modifications to the OEM structure as necessary nAll modified structure details are included in the register nCompliance Audit s nWe are able to advise on fleet individual compliance appropriate to the standard both the WA Mines Regulation Act 1997 and in particular Mines Safety Bulletin 126 as well as the WA Workplace Health safety Act 1996 nSign Off New acquisitions nSummary nIn summary if you want a professionally engineered product at an appropriate cost in a timely manner certified for the job at hand a structure repair recertification fleet audit inspection call for an obligation free estimate
Stamler Australia,10,0,0,3000,Stamler Australia is a mining metals company based out of 1 Fulcrum St Inala Queensland Australia
Stanmore Coal Limited,50,29,837,3000,Stanmore Coal Limited is a Mining and Metals company located at 100 Edward St Brisbane Queensland Australia
Stanmore Resources Limited,50,24,1074,3000,We are an Australian resources company with operations and exploration projects in the Bowen and Surat Basins
Star Door Service Repairs Perth,0,0,0,3000,Star Door Service Repairs Perth is a mining metals company based out of 1 19 Opportunity St Wangara Australia
Star Garage Door,0,0,0,3000,Star Garage Door is a mining metals company based out of 7 Kiewa Cres Dallas Australia
Star Metal Polishing Service,0,0,0,3000,Star Metal Polishing Service is a mining metals company based out of D 41 Spencer St Fairfield Australia
Star Minerals,10,4,130,2021,Star Minerals is a gold and copper explorer with an advanced development ready project and extensive landholdings in Western Australia IPO SMS
Star Screens Australia,10,2,0,3000,Mining And Quarrying r nBase Metals Chrome Coal Diamonds Gold Iron Ore Platinum and Quarries r n r nIndustrial Trade and Export r nAgriculture Architectural Chemicals Export Food and Beverages General Engineering Iron and Steel Paper and Pulp Trade Turnkey Projects and Water Treatment
Star Sheetmetal,0,0,0,3000,Star Sheetmetal offers an infinite range of fabrication services in Steel Stainless Steel Aluminium from structural and architectural steel to commercial food and medical applications trade domestic uses
Starfield Metals Ltd,50,0,165,2012,Starfield Metals Limited was formed to acquire a world class portfolio of tin tantalite and tungsten production assets in Africa n nStarfield has assembled a portfolio of seven highly prospective mining and exploration leases covering 1 856 KM虏 in Zambia and Uganda n nIn Zambia the Company has three leases One small scale mining lease of 4 KM虏 and two exploration leases of 1 740 KM虏 Historic tin production and current artisanal mining are evident on the mining lease along with visible tantalite niobium SML intends to commence small scale mining for tantalite upon receipt of Environmental Impact Assessment approval to establish early cash flow n nIn Uganda the Company has four exploration leases totaling 104 5 KM虏 Current artisanal tin mining is evident on two of the leases and recent pit sampling confirms historic data of the presence of economic quantities of tin The Company has recently been granted a mining license covering 30 KM虏 of the company d existing lease area and commenced mining in the third quarter of 2012
Stark Drilling,10,0,122,2017,We are a completely family owned and operated business and part of a larger network of businesses which operate together throughout Regional Australia providing you with a complete Drilling Requirements Service in turn ensures a higher level of support throughout the various drilling phases FOR YOU n n RC n AIR CORE RAB n DIAMOND n nWith over 25 years experience in the drilling industry on the ground we have a vast array of drilling knowledge and remote skills that will ensure any program runs smoothly n nOur team is dedicated and has had outstanding success in providing high quality samples regardless of adverse drilling conditions in all areas throughout W A N T and S A and prides itself in the skill level professionalism and safe work methods that are second nature n nOur clients are very valued to us and we strive for complete satisfaction Respect Integrity Pride and Honesty are recognized valued and expected at STARK DRILLING
Starline Powder Coating Pty Ltd,0,0,0,3000,Every SPC customer is highly valued Our entire team is committed to ensuring your experience our professional and personable service We strive to work with each customer individually through knowing your product requirements our stringent quality control advance technical and industry experience each and every job is done to the highest possible standard
Starport Constructions Pty Ltd,0,0,0,3000,Starport Constructions Pty Ltd is a mining metals company based out of 34 Norman St Peakhurst Australia
State West Garage,0,0,0,3000,State West Garage is a mining metals company based out of 30 Clifton St Maddington Australia
Statewide Boating,0,2,0,3000,Statewide Boating is a mining metals company based out of 5 Zircon St Jurien Bay Australia
Statewide Earthmoving Pty Ltd,50,2,70,3000,Statewide Earthmoving operate nation wide and are completely self sufficient in remote locations Experienced in logging agriculture mining civil construction and stabilisation construction of watercourses We are fully insured licensed and work to a strict OHS policy r n r nLOGGING We specialise in the harvesting and haulage of timber from private forests either native hardwoods or softwood plantations We have markets in the sale of timber for private growers to sell their timber domesticaly and export r n r nEARTHMOVING Road construction mining land re generation dam building and watercourses r n r nBIOMASS HARVESTING Harvest timber for the purpose of biomass and renewable energy
Statewide Slashing,0,0,0,3000,Statewide Slashing is a mining metals company based out of 22 Portside Place Shoal Point QLD Australia
Static Plant Hire,10,0,6,2019,Static Plant Hire was founded in 2019 with combined 20 years mining experience in mobile maintenance business management mining and civil administration We strive to provide great customer satisfaction and relations n nWe provide Dry Wet hire for mobile equipment and can assist in maintenance repairs and servicing n nWe have a strong passion about the standard of our work and take great pride in being the very best in mobile plant hire
Stavely Minerals Limited,50,9,239,2013,Stavely Minerals Limited ASX SVY is a mineral exploration company targeting high grade structurally controlled copper gold mineralisation as well as porphyry mineralisation at the Stavely Project in western Victoria n nIn September 2019 Stavely Minerals made a copper gold silver discovery at the Cayley Lode at the Thursday s Gossan prospect with grades of up to 40 copper within a 32m wide high grade zone nThe Company is currently doing a resource drill out of the shallow Cayley Lode mineralisation which continues to deliver consistently good widths of high grade copper gold silver mineralisation n nDrill testing of two deep porphyry targets identified in a recently completed seismic survey will commence in late 2020
Stawool Brokers Pty Ltd,0,0,0,3000,Stawool Brokers Pty Ltd is a mining metals company based out of BRACKS ST Fremantle Western Australia Australia
Steadfast Mining Services,0,2,0,3000,Not Provided
Stealth Powder,0,0,0,3000,Stealth Powder Coating knows from experience there is nothing more frustrating than waiting on products to come back from the powder coaters so you can send the work out and get paid Stealth Powder Coating provides a quick turnaround and can offer a silver bullet express service along with local pick ups and deliveries
Steel N Wheels,0,0,0,3000,Steel N Wheels is a mining metals company based out of 17 Pullman Pl Emu Plains Australia
Steel Cable Wire Rope Supplier,0,0,28,3000,Not Provided
Steel Dale Industries Pty Ltd,50,6,119,1982,Steel Dale Industries is a renown heavy engineering company working in Steel Fabrication Mechanical Structural Pipe Fabrication Blasting Painting Mechanical Integration from design engineering in applications across Mining Industry underground open pit Agricultural Industry Infrastructure Projects Offshore Oil Gas industry Heavy industry Commercial steel construction nWe adopt the best strategies for our deliverables using the latest software tools in the industry on multiple aspects n nSDI consistently deliver quick high quality turnarounds on fabrication and integration n nFor more information please visit our website www steeldale com au or call us on 08 9399 2511
Steel Diamond,0,9,0,3000,Formally founded in 2007 as an oil and gas construction contractor Steel Diamond brings in 20 years of knowledge and experience in servicing the oil and gas petrochemical and mining sectors in fabrication construction pipe lines shutdown and maintenance works Our aim is to maintain the highest level of professionalism integrity honesty and fairness in relationships with clients subcontractors and suppliers Steel Diamond ensures the longevity of its company by achieving customer satisfaction in all areas of business
Steel Diamond Pty Ltd,200,8,289,2005,Officially ISO9001 Accredited n nFormally founded in 2007 as an oil and gas construction contractor Steel Diamond brings in over 20 years of knowledge and experience in servicing the oil and gas petrochemical and mining sectors in fabrication construction pipe lines shutdown and maintenance works Our aim is to maintain the highest level of professionalism integrity honesty and fairness in relationships with clients subcontractors and suppliers Steel Diamond ensures the longevity of its company by achieving customer satisfaction in all areas of business
Steel Fabrication Sydney,0,0,0,3000,Steel Fabrication Sydney is a mining metals company based out of 2 7 Seville St Fairfield East Australia
Steel Foundations Limited,0,0,0,3000,Steel Foundations Limited is a mining metals company based out of 63 BURNSIDE ROAD UNIT 8 Yatala Queensland Australia
Steel Frames Trusses WA,0,0,0,3000,Steel Frames Trusses WA SFTWA specialises in the manufacturing of light steel wall frame trusses and structural steel for residential and commercial buildings throughout Western Australia We offer our clients the complete package from design and detailing to engineering manufacturing transportation and installation
Steel Heart Forge,0,0,0,3000,Steel Heart Forge is a mining metals company based out of Urliup Rd Urliup Australia
Steel Here,0,0,0,3000,Based in the Barossa Valley Wine Storage Options provide the wine industry with simple and affordable solutions to bulk wine storage We offer temporary wine tank hire sales and custom fabrication
Steel Minerals Limited,0,2,0,3000,Steel Minerals Limited is a mining metals company based out of Australia
Steel On,0,0,0,3000,Steelon specializes in the manufacture of high quality bins and containers to cater to the needs of both domestic and industrial use With our commitment to excellence we have succeeded in building an enviable reputation for offering an exceptional range of waste containers Whatever be the type of bin you are looking for you can be sure that we will provide a solution that precisely matches your needs
Steel Precision Group,0,5,0,3000,Steel Precision Group is owned by Michael Nikolic and Admir Berberovic two engineers with over 20 years of experience in the industry specializes in preparing shop drawings using sophisticated structural steel software Our projects include commercial residential and industrial buildings
Steel Reinforcement Company Malaga,0,0,0,3000,Steel Reinforcement Company Malaga is a mining metals company based out of 186 Beringarra Ave Malaga Australia
Steel Shop Detailing,0,2,0,3000,Steel Shop Detailing SSD understands the importance of a high quality of service With this is in mind SSD strives to provide a service that will keep you coming back SSD also understands that delays waste time and this in turns wastes money so we strive to provide an error free service
Steel Vision Windows,0,0,0,3000,Steel Vision Windows is a mining metals company based out of 6 8 Cascara Corner Bibra Lake Australia
Steel Window Design,0,4,0,3000,Steel Window Design is a mining metals company based out of 23 Kolora Rd Heidelberg West Australia
Steelcor Constructions,0,0,0,3000,Steelcor Constructions is a mining metals company based out of 40 Panton Rd Mandurah Australia
Steelfitz,0,0,0,3000,We aim to eliminate the task of dividing your project between different fabricators and erectors We offer excellence in steel fabrication from structural to architectural and the installation
Steelforce Holdings Pty Ltd,500,0,1,2006,Steelforce Holdings Pty Ltd is a mining metals company based out of LEVEL 10 12 CREEK ST Brisbane Queensland Australia
Steelplan Australia Pty Ltd,50,0,11,3000,Steelplan Australia Pty Ltd is a mining metals company based out of 885 Albany Hwy East Victoria Park Western Australia Australia
Steelrod,0,16,0,3000,We offer a comprehensive range of engineering services that meets the highest level of industry standards in Track and Signal Engineering CNC Machining Fabrication and Robotic Welding
Steelworx Engineering,10,0,365,2015,Delivering end to end multi disciplinary engineering solutions n nWe are providing integrated fabrication and piping solutions to our clients across a wide range of industry sectors And we have been doing it for close to 25 years
Stella Industrial Pty Ltd,200,21,638,2010,STELLA Industrial upon its commencement in 2010 opened its doors with 1 manager 1 estimator and a handful of painters laying the foundations of getting our name and a good reputation out to the market Over time STELLA has grown to be a trusted and respected service provider of choice to the mining oil and gas and construction industries operating with over 120 employees both locally and in FIFO positions n nAlthough a relatively new business the team are not new market entrants to the industrial services sector It has an experienced management team who have been operating within the Western Australian and Australian industrial market sectors for over 30 years n nThe history of our industrial experience comes from being a part of TCC Total Corrosion Control founding family business n nSTELLA works within a broad industrial market specialising in n n Coatings Industrial Glass Flake Vinyl Ester Wear Linings n Abrasive Blasting Garnet Grit and Shot Fused Alumina HPW n Insulation Thermal Sheet metal fabrication Cold Insulation n Specialised Linings Fireproofing Metal Spray Rubber Lining Vinyl Ester n Working At Heights Scaffolding Rope Access Access Inspections Corrosion Asset Inspection n Asset Management n nWe are bringing back to industry a commitment to customer service and a culture of value adding to our client s business operations and projects through our collective industry experience We are focused on creating a safe and sustainable environment for our employees and the planet alike with an emphasis on safety and preservation n nBased on our industry experience and market success STELLA Industrial has a strong network of being able to recruit key personnel to assist in delivering quantitative results for our clients with an open and transparent work method and a devoted work ethic
StemSafe Pty Ltd,50,10,146,2006,StemSafe Smarter stemming solutions nAs an innovative stemming and blast preparation company StemSafe offers an all in one service that is a safer smarter specialised dust suppressed drill and blast preparation solution for the mining quarrying and construction industry sectors n nOur fleet of stemming trucks and blast equipment are designed with operator safety in mind to increase productivity decrease the potential for harm and offer an innovative approach to the traditional way stemming and blast preparation is conducted on mine and construction sites n nOur stemming and blast preparation services include n Blast Preparation n Dust Suppression light vehicle roads blast patterns drill water injection tank fill dust suppression on stemming conveyors n Dual Purpose Stemming and Water Trucks n Specialised Personnel n Training n Risk and Cost Benefit Studies Data Collection tools n Blast Preparation Process Tech Advice n nTo enquire or for more information contact the StemSafe team to customise a stemming and blast preparation solution to suit your individual needs phone us on 07 4952 2099 or email info stemsafe com au
Stemify Ltd,10,0,0,1987,Stemify Limited formerly Robo 3D Limited is engaged in offering three dimensional 3D printing solutions The Company is focused on the design and distribution of 3D printers and associated products for the desktop segment of the 3D printing industry The Company offers a range of products including its 3D printers filaments accessories including replacement parts software for 3D educational curriculum and a range of project kits such as drones to its customers through business to business B2B channels as well as to consumers through its Website The Company offers R1 Plus brand of 3D printer The R1 PLUS 3D printer utilizes an additive manufacturing process known as Fused Deposit Modelling FDM The Company focuses on offering Robo C2 and Robo R2 3D printers It offers ABS PLA and specialty filaments The Company offers R1 Plus hobby kit and R1 Plus drone kit It also offers spare parts for 3D printers such as extruders
Stemtite Australia,0,0,0,3000,Not Provided
Sterling Electro Plating Pty Ltd,0,0,0,3000,Sterling Electro Plating Pty Ltd is a mining metals company based out of 1 8 Carole Rd Maddington Australia
