ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
333852,Melba Flats,,TAS,145.3833,-41.85,mineral deposit,"Cu, Ni",,"Copper, Nickel",Mallee Resources Ltd,Paleozoic,,,,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333855,Apache,Binduli Project,WA,121.4097,-30.8258,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333856,Junnagunna,,QLD,138.1412,-17.4756,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",Laramide Resources Limited,Proterozoic,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,McArthur Basin,,,"Karumba Basin,McArthur Basin",North Australian Element
333860,West Rolleston,,QLD,148.069,-24.469,mineral deposit,Cbl,,Coal - black,Macarthur Coal,,,,,Bowen Basin,,,Bowen Basin,"Tasman Element,Thomson Orogen"
333862,Andamooka,,SA,137.17,-30.4471,operating mine,Opl,,Opal,"Argonaut Resources NL, Straits Resources Limited",,,,,Eromanga Basin,,,Eromanga Basin,"Gawler Craton,Olympic Domain,South Australian Element"
333863,Barbara - Surprise,"Barbara, South Kalgoorlie Operations, Surprise",WA,121.2482,-30.9641,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333865,Cape Flattery,,QLD,145.2722,-14.9385,mineral deposit,Sisd,,Silica sand,Diatreme Resources Limited,,,,,Hodgkinson Province,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element"
333866,Galtee More,Mt Magnet Project,WA,117.8312,-28.0127,historic mine,Au,,Gold,Ramelius Resources Limited,Archean,,,,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Domain",,,,"West Australian Element,Yilgarn Craton"
333815,Quartz Circle,,WA,120.1874,-21.665,mineral deposit,Cu,Au,"Copper, (Gold)","Cazaly Resources Limited, Corazon Mining Limited",Archean,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element"
333869,Paradise South,Lady Annie,QLD,139.112,-19.7571,mineral deposit,Phos,P2O5,"Phosphate, (Phosphorus oxide)",Legend International Holdings Inc,,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,,,Georgina Basin,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element"
333870,Lady Loretta,,QLD,139.0702,-19.7686,operating mine,"Zn, Pb",Ag,"Zinc, Lead, (Silver)",Glencore Plc,Proterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,"Mount Isa Orogen, Century Domain, Lawn Hill Platform",,,,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element"
333871,Marvel Loch,Southern Cross Operations,WA,119.4926,-31.4646,historic mine,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",,Forrestania Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333872,Mertondale Project,Leonora - Mertondale Project,WA,121.545,-28.6656,historic mine,Au,,Gold,Patronus Resources,Archean,,,,"Yilgarn Craton, Darlot Gold Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",,,,"West Australian Element,Yilgarn Craton"
333873,Mount Isa (Pb-Zn-Ag orebodies),Mt Isa,QLD,139.4756,-20.7159,operating mine,"Ag, Pb","Zn, Cu","Silver, (Zinc, Lead, Copper)",Glencore Xstrata plc,Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",,,,"Leichhardt River Domain,Mount Isa Orogen,North Australian Element"
333874,Norseman Project,Norseman Project,WA,121.7941,-32.1964,operating mine,"Au, Ag",,"Gold, Silver","Pantoro Ltd, Tulla Resources PLC, Mineral Resources",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333876,Rosebery,,TAS,145.5431,-41.7723,operating mine,"Zn, Pb, Ag, Au, Bi, Cd","Cu, Sb","Zinc, Lead, Silver, Gold, (Copper, Bismuth, Cadmium, Antimony)",Minerals and Metals Group (MMG),,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333880,Kanowna Belle,,WA,121.5761,-30.6101,operating mine,Au,,Gold,Northern Star Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333883,Silvergrass (Rio),,WA,117.1852,-22.1833,operating mine,"FeOre, Hem, Fe",,"Iron ore, Hematite, Iron",Rio Tinto Limited,Archean,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
333889,Union Hill,"Maldon Project, Union Hill",VIC,144.0731,-36.9849,historic mine,"Au, Ag",,"Gold, Silver",Kaiser Reef Limited,,,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
333890,Gossan Hill mine,Golden Grove,WA,116.9626,-28.7772,operating mine,"Cu, Zn, Au, Ag",Pb,"Copper, Zinc, Gold, Silver, (Lead)",29Metals Ltd,Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,"Yilgarn Craton, Golden Grove Base Metal Metallogenic Province, Murchison Domain (Youanmi Terrane), Murchison Domain",,,,"West Australian Element,Yilgarn Craton"
333891,Pentland,"Lauderdale, Northern Galilee Project",QLD,145.1986,-20.6335,mineral deposit,Cbl,,Coal - black,"Unnamed Owner, Glencore Plc",,,,,Galilee Basin,,,Galilee Basin,"Charters Towers Province,Tasman Element,Thomson Orogen"
333907,Hope Downs JV,includes Hope North and Hope South,WA,119.1229,-22.9469,operating mine,"Fe, FeOre",,"Iron, Iron ore","Hancock Prospecting Pty Ltd, Rio Tinto Limited",,Basin chemical,Iron formation,Superior-type banded iron formation,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
333909,Broula King,,NSW,148.4394,-33.9159,mineral deposit,Au,,Gold,"Capital Mining Limited, Resource Base Limited",Paleozoic,,,,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
333911,Eulogie,,QLD,150.4344,-23.8453,mineral deposit,"Fe, Ti, V2O5",,"Iron, Titanium, Vanadium pentoxide",Central Queensland Metals Pty Ltd.,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,New England Orogen,,,,"New England Orogen,Tasman Element,Yarrol Province"
333912,Oceana,,TAS,145.3314,-41.9155,historic mine,"Pb, Zn, Ag",,"Lead, Zinc, Silver",Creat Resources Holdings Limited,Paleozoic,Basin hydrothermal,Sediment-hosted,Irish-type sediment-hosted zinc-lead,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element"
333913,Lucknow,,QLD,144.9555,-19.0254,mineral deposit,"Ni, Co, Sc",,"Nickel, Cobalt, Scandium",Australian Mines Ltd,Cenozoic,Supergene,Laterite,Laterite nickel,Thomson Orogen,,,,"Broken River Province,Mossman Orogen,Tasman Element,Thomson Orogen"
333915,Spargoville - Location 1a,,WA,121.4917,-31.3181,historic mine,Ni,,Nickel,Estrella Resources,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333916,Great Greta,,NSW,151.4197,-32.5275,closed,Cbl,,Coal - black,Yancoal Australia Limited,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,New England Orogen,Tamworth Province,Tasman Element"
333921,Taabinga,Kingaroy Project,QLD,151.822,-26.5953,mineral deposit,Cbl,,Coal - black,Moreton Resources Limited,Mesozoic,,,,Tarong Basin,,,,"New England Orogen,Tasman Element,Wandilla Province"
333922,Cameby Downs,"50259, 50260, 50269, ML50258",QLD,150.2872,-26.5786,operating mine,Cbl,,Coal - black,Yankuang Group Corporation Limited,Mesozoic,,,,Surat Basin,,,Surat Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
333923,Missouri,Siberia Project,WA,120.9536,-30.2203,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333925,Golden Delicious,Sunrise Dam Project,WA,122.4593,-29.0136,mineral deposit,Au,,Gold,AngloGold Ashanti Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
333926,Argonaut,,WA,122.578,-31.21,mineral deposit,Au,,Gold,"Integra Mining Limited, Moto Goldmines Ltd.",,,,,Yilgarn Craton,,,Lefroy Paleovalley,"West Australian Element,Yilgarn Craton"
333927,Vickers Laterite,Dalgaranga Gold Project,WA,117.302,-27.8159,mineral deposit,Au,,Gold,Gascoyne Resources Limited,,,,,"Yilgarn Craton, Murchison Province",,,Moore-Monger Paleovalley,"West Australian Element,Yilgarn Craton"
333929,Ben Hur  - King of Creation,Brightstar Project,WA,122.3673,-28.1647,mineral deposit,Au,,Gold,A1 Minerals Limited,Archean,,,,Yilgarn Craton,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333930,Bugeye,,WA,116.9592,-28.9829,operating mine,Au,,Gold,"Warriedar Resources, Minjar Gold Pty Ltd",,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
333932,Walhalla (Carnegie),Davyhurst Project,WA,120.6502,-30.1502,operating mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited",Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333933,Gormandale,,VIC,146.69,-38.287,mineral deposit,Cbr,,Coal - brown,"Department of Primary Industries, Loy Yang Power",Cenozoic,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
334055,Hellyer,,TAS,145.7221,-41.5746,feasibility,"Au, Zn, Pb, Cu, Bi","Ag, Sb","Gold, Zinc, Lead, (Silver, Copper, Bismuth, Antimony)",Munich Partners Ag,,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,,Thylacine Province,"Delamerian Orogen,Tasman Element"
334056,Stradbroke,,VIC,146.84,-38.297,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Cenozoic,,,,Gippsland Basin,,,Gippsland Basin,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
334057,Bogle South,Barnicoat Project,WA,122.4952,-28.6334,mineral deposit,Au,,Gold,Focus Minerals Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
334058,Leinster,"Agnew, Leinster, Perseverance, Rocky's Reward",WA,120.6972,-27.7889,care and maintenance,Ni,"Cu, Co","Nickel, (Copper, Cobalt)",BHP Group Limited,Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
334062,"Eucla Basin (Jacinth Ambrosia, Atacama, Typhoon, Sonoran, Tripitaka)","Ambrosia, Jacinth",SA,132.2203,-30.9076,operating mine,"Zrn, Ilm","Rt, Ti","Zircon, Ilmenite, (Rutile, Titanium)",Iluka Resources Limited,,Erosional,Placer,Heavy mineral sands,,,,Eucla Basin,"Gawler Craton,South Australian Element"
334063,Camel 2,,WA,118.1474,-20.8998,mineral deposit,Au,,Gold,De Grey Mining Limited,Archean,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Pilbara Craton,West Australian Element"
334064,Mount Bowie,Burnakura Project,WA,118.4404,-27.0885,mineral deposit,Au,,Gold,"Monument Mining Limited, Kentor Gold Limited",Archean,,,,"Yilgarn Craton, Murchison Province",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
334065,Mutooroo,"Mutooroo Consols, Mutooroo West, Trinity Mine",SA,140.938,-32.2496,pre-feasibility,"Cu, Co",Au,"Copper, Cobalt, (Gold)",Havilah Resources NL,Proterozoic,,,,Curnamona Province,,,,"Curnamona Province,South Australian Element"
334066,Westonia - Edna May,Edna May,WA,118.6998,-31.2912,mineral deposit,Au,,Gold,Ramelius Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Hypozonal orogenic gold,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",,,Deborah Paleovalley,"West Australian Element,Yilgarn Craton"
334067,Agnew,Agnew Gold Project,WA,120.5081,-28.0007,operating mine,Au,,Gold,Gold Fields Limited,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
334068,Eneabba area (Iluka Mid West),Mid-West (Iluka),WA,115.3018,-29.8356,closed,"Ilm, Zrn, Rt",,"Ilmenite, Zircon, Rutile",Iluka Resources Limited,,Erosional,Placer,Heavy mineral sands,Perth Basin,,,Perth Basin,"Pinjarra Element,Pinjarra Orogen"
334069,Granny Smith,Granny Smith Project,WA,122.423,-28.812,operating mine,Au,,Gold,Gold Fields Limited,Archean,Metamorphic hydrothermal,Orogenic,Epizonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Kurnalpi Terrane",,,,"West Australian Element,Yilgarn Craton"
334071,Hannan South,Kalgoorlie Project,WA,121.5526,-30.8834,historic mine,Au,,Gold,"Barrick Gold Corporation, Newmont Mining Corporation, Kalgoorlie Consolidated Gold Mines",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
334072,Mount Painter,"Armchair, Mt Gee, Radium Ridge, Streitberg",SA,139.37,-30.227,historic mine,"U, REE, U3O8",,"Uranium, Rare earth elements, Uranium oxide",Marathon Resources Ltd.,Paleozoic,,,,Mount Painter Block,,,,"Curnamona Province,South Australian Element"
334073,Peko,,NT,134.2835,-19.6751,care and maintenance,"Au, Cu, Bi, Co, Ag",,"Gold, Copper, Bismuth, Cobalt, Silver",Elmore Limited,Paleoproterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Kalkarindji Igneous Province,,Warramunga Province,North Australian Element
334074,WIM 150,,VIC,142.3691,-36.8028,mineral deposit,"Zrn, Rt, Ilm, Ti, HM, Leu","Xen, Mnsd","Zircon, Rutile, Ilmenite, Titanium, Heavy minerals, (Xenotime, Leucoxene, Mineral sands)","Guangdong Orient Zirconic Industry Science & Technology Co, Limited, Australian Zircon NL",Cenozoic,Erosional,Placer,Heavy mineral sands,Murray Basin,,,Murray Basin,"Delamerian Orogen,Tasman Element"
334075,Hamersley Iron - Yandicoogina-Junction (Rio Tinto-HIYandi),"Junction, YandCRA, Yandicoogina",WA,119.2125,-22.761,operating mine,Fe,,Iron,"Rio Tinto Limited, HIsmelt",Cenozoic,,,,Hamersley Basin,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin,Yandicoogina Paleovalley","Pilbara Craton,West Australian Element"
334077,Anchor,Blue Tier,TAS,148.0131,-41.2245,historic mine,"Sn, W, Cu",,"Tin, Tungsten, Copper",Minemakers Ltd (MAK),,Magmatic hydrothermal,Greisen,Greisen tin ± W-Mo,"Lachlan Orogen, Lachlan Orogen",,,,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
334081,Einasleigh,,QLD,144.0999,-18.5074,historic mine,Cu,"Au, Ag","Copper, (Gold, Silver)",Aurora Metals Ltd,Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,"Etheridge Province, Georgetown Block",,,Etheridge Province,North Australian Element
334085,Chinese Howley,Burnside Project,NT,131.3575,-13.5099,historic mine,Au,,Gold,Crocodile Gold Corporation,Paleoproterozoic,,,,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",,,,"North Australian Element,Pine Creek Orogen"
334086,Queens Birthday - Dunolly,"Goldsborough Project, Queens Birthday",VIC,143.6722,-36.8271,historic mine,Au,,Gold,GBM Gold Limited,,,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
334087,Blue Funnel,Broads Dam Project,WA,121.1259,-30.5837,historic mine,Au,,Gold,Evolution Mining Limited,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
334089,Bengalla,,NSW,150.846,-32.2715,operating mine,Cbl,,Coal - black,"Taipower, New Hope Coal",,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
334090,Rolleston,,QLD,148.4106,-24.4441,operating mine,Cbl,,Coal - black,"Glencore Plc, Itochu Corporation, Sumitomo Corporation",,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
333570,Rocklea,Rocklea Limonites,WA,117.4647,-22.8234,mineral deposit,"Hem, FeOre, Fe",,"Hematite, Iron ore, Iron",Dragon Energy Limited,,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Rocklea Paleovalley","Pilbara Craton,West Australian Element"
333573,Hera,,NSW,146.3259,-32.1107,care and maintenance,"Zn, Pb, Au","Ag, Cu","Zinc, Lead, Gold, (Silver, Copper)","Aurelia Metals Limited, YTC Resources",Paleozoic,Metamorphic hydrothermal,Orogenic,Orogenic silver-lead-zinc-copper-antimony,"Lachlan Orogen, Cobar Basin",,,Kopyje Shelf,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
333575,Python,Marda Project,WA,119.2709,-30.2015,mineral deposit,Au,,Gold,Ramelius Resources Limited,Archean,,,,"Yilgarn Craton, Southern Cross Province",,,,"West Australian Element,Yilgarn Craton"
333577,Bellevue,"Paris, Sir Samuel, Westralia",WA,120.5606,-27.6297,operating mine,Au,,Gold,Bellevue Gold Ltd,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333578,Big Bell,Big Bell Project,WA,117.6542,-27.3209,operating mine,Au,,Gold,Westgold Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Hypozonal orogenic gold,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Warakurna Large Igneous Province,,,"West Australian Element,Yilgarn Craton"
333579,Carr Boyd,Carr Boyd Rocks,WA,121.6261,-30.0659,historic mine,"Cu, Ni",,"Copper, Nickel",Widgiemooltha North,Archean,,,,"Yilgarn Craton, Carr Boyd Nickel Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",,,,"West Australian Element,Yilgarn Craton"
333580,Spinifex Ridge,"Coppin Gap, Nuggety Gully",WA,120.1118,-20.8875,mineral deposit,"Mo, Cu, Fe","Ag, FeOre","Molybdenum, Copper, Iron, (Silver, Iron ore)",Moly Mines Ltd,Archean,Magmatic hydrothermal,Porphyry,Porphyry copper-molybdenum,"Pilbara Craton, Coppin Gap Copper Molybdenum Metallogenic Province",,,,"Pilbara Craton,West Australian Element"
333581,Cobar CSA,CSA,NSW,145.7986,-31.408,operating mine,"Cu, Pb, Zn","Ag, Au","Copper, (Silver, Lead, Zinc, Gold)",MAC Copper Limited,,,,,"Lachlan Orogen, Lachlan Orogen, Cobar Basin, Darling Basin",,,Cobar Basin,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
333582,Round Dam,Davyhurst Project,WA,120.6523,-30.1551,historic mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited",Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
333585,Kunwarara,"KG1, KG2, Oldman North, Oldman South",QLD,150.1869,-22.8814,operating mine,"MgO, Mgs, Mg",,"Magnesia (magnesium oxide), Magnesite, Magnesium",QMAG Pty Ltd,Cenozoic,Infiltrational,Magnesite,Nodular magnesite,Carpentaria Basin,,,,"New England Orogen,Tasman Element,Wandilla Province"
